CODCOMP,H_TOT,P_TOT,H_PAR,P_TOT_PAR
109037007,14,48,14,48
109037008,31,89,31,89
109037009,16,45,16,45
109037010,22,71,22,71
109037011,14,39,14,39
109037012,17,37,17,37
109037013,10,29,10,29
109037014,5,11,5,11
109037600,14,31,14,31
109037601,3,5,3,5
109038001,0,0,0,0
109038002,56,178,56,178
109038003,53,160,53,160
109038004,29,86,29,86
109038005,21,70,21,70
109038007,33,105,33,105
109039003,7,20,7,20
109039004,6,16,6,16
109039005,0,0,0,0
109039800,15,55,15,55
109040001,8,24,8,24
109040002,0,0,0,0
109040003,20,51,20,51
109040004,7,25,7,25
109040005,16,47,16,47
109040006,0,0,0,0
109040007,0,0,0,0
109041001,52,155,52,155
109041002,50,135,50,135
109041003,21,54,21,54
109041004,8,23,8,23
109041005,18,54,18,54
109042001,0,0,0,0
109042002,20,63,19,42
109042003,22,57,22,57
109042004,43,132,43,132
109043001,0,0,0,0
109043003,1,2,1,2
109043004,21,74,21,74
109043800,22,77,22,77
109044006,4,17,4,17
109044007,18,58,18,58
109044008,27,67,27,67
109044009,6,20,6,20
109044010,14,42,14,42
109044011,15,45,15,45
109044012,0,0,0,0
109044013,1,7,1,7
109044600,1,1,1,1
109044800,2,7,2,7
109045002,11,39,11,39
109045003,9,28,9,28
109045004,9,39,9,39
109045005,2,7,2,7
109045006,20,67,20,67
109045007,2,2,2,2
109045011,4,13,4,13
109046005,16,42,16,42
109046009,1,1,1,1
109046010,0,0,0,0
109046011,0,0,0,0
109046012,0,0,0,0
109046028,0,0,0,0
109046400,0,0,0,0
109046401,0,0,0,0
109046403,0,0,0,0
109046404,0,0,0,0
109046405,0,0,0,0
109046406,0,0,0,0
109046407,0,0,0,0
109046408,0,0,0,0
109046409,0,0,0,0
109046410,0,0,0,0
109046411,0,0,0,0
109046412,0,0,0,0
109046413,0,0,0,0
109046600,14,51,14,51
109046601,10,24,10,24
109046602,3,9,3,9
109046605,0,0,0,0
109046606,0,0,0,0
109046607,0,0,0,0
109046608,0,0,0,0
109046609,0,0,0,0
109046610,1,1,1,1
109046700,1,4,1,4
109047002,46,165,46,165
109047003,45,151,45,151
109047004,33,109,33,109
109047006,56,181,56,181
109047018,35,106,35,106
109047019,54,199,54,199
109047020,32,114,32,114
109047022,28,95,28,95
109047024,18,69,18,69
109047025,24,90,24,90
109047026,29,95,29,95
109047027,36,135,36,135
109047028,25,115,25,115
109047029,48,153,48,153
109047030,36,130,36,130
109047031,33,107,33,107
109047032,29,125,29,125
109047033,8,34,8,34
109047035,20,66,20,66
109047036,28,94,28,94
109047037,33,110,33,110
109047040,31,107,31,107
109047041,35,133,35,133
109047042,30,111,30,111
109047043,40,141,40,141
109047044,37,137,37,137
109047048,20,65,20,65
109047050,33,126,33,126
109047400,0,0,0,0
109047401,0,0,0,0
109047402,0,0,0,0
109047403,0,0,0,0
109047405,0,0,0,0
109047406,0,0,0,0
109047600,18,68,18,68
109047601,35,139,35,139
109047700,14,68,14,68
109047701,8,42,8,42
109047702,5,17,5,17
109047703,4,11,4,11
109047704,20,83,20,83
109047705,30,80,30,80
109047706,15,69,15,69
109047707,49,171,49,171
109047800,0,0,0,0
109047804,0,0,0,0
109047807,4,18,3,9
109047808,6,18,6,18
109047809,6,23,6,23
109047810,7,23,7,23
109047811,6,23,6,23
109047812,1,2,1,2
109047813,2,10,2,10
109047814,13,54,13,54
109047815,12,52,12,52
109047818,8,32,8,32
109047819,5,20,5,20
109047820,5,24,5,24
109047823,5,24,5,24
109047824,5,24,5,24
109047825,3,7,3,7
109047826,5,32,5,32
109047827,11,33,11,33
109047828,7,31,7,31
109047829,6,26,6,26
109047830,5,19,5,19
109047832,3,3,3,3
109047834,9,31,9,31
109047835,30,83,30,83
109047836,12,58,12,58
109047837,8,40,8,40
109047838,15,62,15,62
109047839,14,41,14,41
109047840,16,64,16,64
109047841,11,49,11,49
109047844,5,24,5,24
109047845,56,199,56,199
109047846,61,203,61,203
109047847,38,136,38,136
109047848,42,136,42,136
109048003,1,1,1,1
109048004,0,0,0,0
109048006,0,0,0,0
109048007,0,0,0,0
109048400,0,0,0,0
109048401,0,0,0,0
109048402,0,0,0,0
109048403,0,0,0,0
109048404,0,0,0,0
109048405,0,0,0,0
109048406,0,0,0,0
109048407,0,0,0,0
109048408,0,0,0,0
109048409,0,0,0,0
109048410,0,0,0,0
109048411,0,0,0,0
109048412,0,0,0,0
109048413,0,0,0,0
109048414,0,0,0,0
109048415,0,0,0,0
109048417,0,0,0,0
109048418,0,0,0,0
109048419,0,0,0,0
109048420,0,0,0,0
109048600,16,43,16,43
109048601,1,5,1,5
109048602,3,9,3,9
109048603,0,0,0,0
109048901,0,0,0,0
109049001,0,0,0,0
109050001,12,37,12,37
109050002,12,35,12,35
109050003,10,27,10,27
109050004,4,10,4,10
109050005,1,2,1,2
109050006,11,33,11,33
109050007,0,0,0,0
109050008,1,3,1,3
109050009,7,19,7,19
109050010,3,8,3,8
109051001,29,95,29,95
109051002,12,44,12,44
109051003,1,3,1,3
109051400,0,0,0,0
109051401,0,0,0,0
109051403,0,0,0,0
109051408,0,0,0,0
109051409,0,0,0,0
109051410,0,0,0,0
109051411,0,0,0,0
109051412,0,0,0,0
109051413,0,0,0,0
109051414,0,0,0,0
109051415,0,0,0,0
109051416,0,0,0,0
109051601,12,36,12,36
109051602,7,19,7,19
109052001,8,40,8,40
109052400,0,0,0,0
109052601,3,5,3,5
109052602,0,0,0,0
109052603,23,72,23,72
109052800,4,9,4,9
109053002,25,81,25,81
109053003,28,103,28,103
109053005,14,42,14,42
109053008,5,17,5,17
109053009,7,19,7,19
109053010,3,7,3,7
109053011,1,4,1,4
109053012,5,16,5,16
109053013,20,72,20,72
109053014,11,47,11,47
109053016,2,4,2,4
109053400,0,0,0,0
109053401,0,0,0,0
109053402,0,0,0,0
109053403,0,0,0,0
109053404,0,0,0,0
109053405,0,0,0,0
109053406,0,0,0,0
109053407,0,0,0,0
109053408,0,0,0,0
109053409,0,0,0,0
109053410,0,0,0,0
109053411,0,0,0,0
109053412,0,0,0,0
109053413,0,0,0,0
109053414,0,0,0,0
109053600,0,0,0,0
109053602,11,48,11,48
109053603,0,0,0,0
109054002,16,45,16,45
109054003,14,44,14,44
109055806,20,57,20,57
109055807,5,27,5,27
109055808,20,68,20,68
109056002,2,6,2,6
109056004,6,22,6,22
109056005,5,16,5,16
109056007,13,45,13,45
109056600,0,0,0,0
109058002,0,0,0,0
109058003,24,74,24,74
109058004,5,16,5,16
109058007,15,45,15,45
109058008,18,55,18,55
109058012,0,0,0,0
109058013,5,13,5,13
109058014,23,82,23,82
109058015,0,0,0,0
109058600,20,75,19,63
109058601,1,4,1,4
109058602,0,0,0,0
109058603,5,19,5,19
109059001,3,6,3,6
109059002,29,86,29,86
109059003,17,55,16,35
109059004,17,65,17,65
109059005,5,14,5,14
109059006,0,0,0,0
109059007,0,0,0,0
109059008,1,3,1,3
109059009,27,77,27,77
109059010,1,2,1,2
109060001,0,0,0,0
109060004,0,0,0,0
109060005,1,2,1,2
109060006,0,0,0,0
109060007,0,0,0,0
109060008,4,11,4,11
109060800,0,0,0,0
109061001,5,20,5,20
109061002,16,47,16,47
109061003,18,46,18,46
109061004,3,12,3,12
109117029,34,105,34,105
109117030,142,430,142,430
109117032,18,53,18,53
109117033,38,140,38,140
109117034,3,6,3,6
109117044,16,61,16,61
109117045,59,237,59,237
109117046,1,4,1,4
109117047,22,80,22,80
109117048,64,244,63,238
109117049,34,126,34,126
109117050,23,89,23,89
109117051,12,30,12,30
109117052,17,72,17,72
109117068,19,55,19,55
109117069,19,56,19,56
109117070,19,66,19,66
109117071,0,0,0,0
109117072,55,150,55,150
109117400,0,0,0,0
109117402,0,0,0,0
109117403,0,0,0,0
109117404,0,0,0,0
109117405,0,0,0,0
109117406,0,0,0,0
109117407,0,0,0,0
109117408,0,0,0,0
109117409,0,0,0,0
109117410,0,0,0,0
109117411,0,0,0,0
109117412,0,0,0,0
109117413,0,0,0,0
109117414,0,0,0,0
109117415,0,0,0,0
109117419,0,0,0,0
109117600,10,26,10,26
109117601,16,48,16,48
109117602,20,61,20,61
109117603,24,71,24,71
109117604,22,68,22,68
109117605,25,62,25,62
109117606,2,4,2,4
109117607,14,41,14,41
109117608,7,34,7,34
109117609,13,24,13,24
109117610,4,7,4,7
109117611,0,0,0,0
109117612,38,138,38,138
109117613,38,130,38,130
109117614,21,60,21,60
109117615,0,0,0,0
109117616,1,3,1,3
109117617,85,320,85,320
109117618,11,40,11,40
109117619,122,388,122,388
109117805,69,232,69,232
109117806,18,59,18,59
109117808,9,38,9,38
109155001,0,0,0,0
109155002,0,0,0,0
109157001,0,0,0,0
109157002,0,0,0,0
109157003,0,0,0,0
109157005,15,31,15,31
109217002,45,138,45,138
109217003,30,78,30,78
109217004,29,91,29,91
109217005,29,92,29,92
109217007,46,125,46,125
109217008,42,128,42,128
109217010,26,76,26,76
109217011,28,84,28,84
109217014,46,148,46,148
109217015,44,122,44,122
109217016,30,82,30,82
109217019,45,144,45,144
109217020,44,129,44,129
109217021,28,66,28,66
109217022,44,135,44,135
109217023,45,138,45,138
109217024,34,81,34,81
109217025,45,133,45,133
109217026,42,92,42,92
109217027,62,163,62,163
109217037,0,0,0,0
109217038,32,90,32,90
109217039,30,75,30,75
109217040,0,0,0,0
109217400,0,0,0,0
109217401,0,0,0,0
109217402,0,0,0,0
109217403,0,0,0,0
109217404,0,0,0,0
109217405,0,0,0,0
109217406,0,0,0,0
109217407,0,0,0,0
109217408,0,0,0,0
109217409,0,0,0,0
109217410,0,0,0,0
109217411,0,0,0,0
109217414,0,0,0,0
109217415,0,0,0,0
109217416,0,0,0,0
109217417,0,0,0,0
109217418,0,0,0,0
109217500,0,0,0,0
109217501,0,0,0,0
109217503,0,0,0,0
109217504,0,0,0,0
109217508,0,0,0,0
109217509,0,0,0,0
109217510,0,0,0,0
109217511,0,0,0,0
109217512,0,0,0,0
109217513,0,0,0,0
109217514,0,0,0,0
109217515,0,0,0,0
109217516,0,0,0,0
109217517,0,0,0,0
109217518,0,0,0,0
109217519,0,0,0,0
109217520,0,0,0,0
109217521,0,0,0,0
109217522,0,0,0,0
109217600,27,79,27,79
109217601,27,81,27,81
109217602,47,140,47,140
109217603,30,74,30,74
109217604,45,123,45,123
109217804,0,0,0,0
109217808,62,176,62,176
109255007,5,396,4,6
109255009,35,104,35,104
109255013,0,0,0,0
109255015,25,89,25,89
109255016,13,57,13,57
109255017,9,35,9,35
109255026,13,45,13,45
109255032,17,67,17,67
109255033,13,42,13,42
109255034,12,51,12,51
109255035,18,65,18,65
109255036,17,57,17,57
109255037,10,29,10,29
109255038,15,57,15,57
109255039,23,89,23,89
109255046,4,12,4,12
109255047,32,108,32,108
109255048,24,66,24,66
109255050,20,58,20,58
109255051,28,101,28,101
109255052,16,41,16,41
109255400,0,0,0,0
109255408,0,0,0,0
109255409,0,0,0,0
109255410,0,0,0,0
109255411,0,0,0,0
109255412,0,0,0,0
109255413,0,0,0,0
109255600,0,0,0,0
109255601,16,59,16,59
109255602,61,198,61,198
109255700,7,17,7,17
109255701,19,70,19,70
109255702,30,125,30,125
109255703,236,658,236,658
109255704,3,69,2,8
109255705,140,418,140,418
109255800,23,88,23,88
109255801,21,72,21,72
109255802,16,66,16,66
109255803,8,25,8,25
109255804,38,143,38,143
109255809,38,141,38,141
109255810,19,60,19,60
109255811,16,75,16,75
109257800,68,212,68,212
109257801,31,97,31,97
110004002,53,155,53,155
110004003,43,114,43,114
110004004,43,94,43,94
110004005,47,123,47,123
110004006,45,119,45,119
110004007,24,80,24,80
110004008,62,163,62,163
110004009,47,117,47,117
110004010,41,99,41,99
110004011,42,112,42,112
110004012,82,196,82,196
110004013,63,149,63,149
110005001,64,206,64,206
110005002,35,94,35,94
110005003,35,100,35,100
110005004,72,203,72,203
110005005,26,60,26,60
110005006,34,100,34,100
110005007,8,32,8,32
110005008,39,119,39,119
110005009,21,52,21,52
110005010,41,106,40,99
110005011,21,44,21,44
110005012,152,334,152,334
110005013,8,33,8,33
110005014,20,35,20,35
110006001,65,132,65,132
110006002,91,170,91,170
110006003,67,154,67,154
110006004,34,95,34,95
110006005,18,36,18,36
110006006,65,136,65,136
110006007,36,97,36,97
110006008,50,166,50,166
110006009,23,62,23,62
110006010,48,139,48,139
110008001,87,209,87,209
110008002,75,168,75,168
110008003,2,8,2,8
110008004,0,0,0,0
110008005,0,0,0,0
110008006,41,99,41,99
110008007,46,132,46,132
110008008,22,43,22,43
110008009,56,164,56,164
110008010,70,165,70,165
110009001,63,176,63,176
110009002,47,111,47,111
110009004,45,110,44,99
110009005,27,63,27,63
110009006,28,79,28,79
110009007,29,75,29,75
110009008,44,136,44,136
110009010,1,4,1,4
110009011,15,296,14,35
110009014,69,184,69,184
110009600,60,143,60,143
110009601,75,174,75,174
110009602,18,49,18,49
110009603,37,78,37,78
110009800,64,190,64,190
110012001,65,144,65,144
110012002,73,164,73,164
110012003,56,120,55,105
110012004,17,40,17,40
110012005,18,44,18,44
110012006,17,63,16,43
110012007,122,273,122,273
110012008,47,110,47,110
110012009,54,123,53,110
110012010,71,151,71,151
110012401,0,0,0,0
110012402,0,0,0,0
110012501,0,0,0,0
110015001,122,277,122,277
110015002,55,135,55,135
110015003,37,98,37,98
110015004,76,192,76,192
110015005,29,64,29,64
110015006,80,188,80,188
110015007,141,343,141,343
110021001,41,94,41,94
110021002,51,125,51,125
110021003,38,98,38,98
110021004,46,119,46,119
110021005,37,103,37,103
110021006,24,71,24,71
110021007,23,44,23,44
110021008,38,103,38,103
110021009,25,65,25,65
110021010,67,161,67,161
110021401,0,0,0,0
110040002,43,149,43,149
110040003,26,59,26,59
110040004,0,0,0,0
110040005,38,116,38,116
110040006,56,135,56,135
110040007,15,41,15,41
110040008,26,83,26,83
110040009,127,314,127,314
110040010,24,73,24,73
110040011,44,128,44,128
110040012,41,92,41,92
110040013,93,223,93,223
110040014,32,88,32,88
110040015,0,0,0,0
110040016,0,0,0,0
110040017,32,108,32,108
110040018,15,43,15,43
110040019,29,95,29,95
110040402,0,0,0,0
110040404,0,0,0,0
110040405,0,0,0,0
110040406,0,0,0,0
110040407,0,0,0,0
110041001,28,72,28,72
110041002,91,217,91,217
110041003,98,228,98,228
110041004,20,60,20,60
110041005,36,85,36,85
110041006,32,100,32,100
110041007,63,174,63,174
110041008,48,116,48,116
110041009,44,129,44,129
110041010,59,191,58,165
110041011,43,106,43,106
110041012,1,1,1,1
110041013,50,115,50,115
110041014,49,140,49,140
110041015,29,93,29,93
110041401,0,0,0,0
110041402,0,0,0,0
110041403,0,0,0,0
110041404,0,0,0,0
110041405,0,0,0,0
110042001,0,0,0,0
110042002,122,251,122,251
110042003,56,147,55,135
110042004,34,94,34,94
110042005,0,0,0,0
110042006,205,420,205,420
110042007,50,104,50,104
110042008,24,69,24,69
110042009,35,66,35,66
110042010,35,74,35,74
110042011,0,0,0,0
110042401,0,0,0,0
110042402,0,0,0,0
110042403,0,0,0,0
110042405,0,0,0,0
110042406,0,0,0,0
110043001,33,101,33,101
110043002,50,142,50,142
110043003,32,87,32,87
110043004,30,66,30,66
110043005,61,141,61,141
110043006,65,167,65,167
110043007,23,69,21,61
110043008,145,281,145,281
110043009,171,370,171,370
110043010,33,67,33,67
110043011,0,0,0,0
110043401,0,0,0,0
110044001,30,75,30,75
110044002,35,78,35,78
110044003,27,67,27,67
110044004,20,50,20,50
110044005,91,222,91,222
110044006,68,170,68,170
110044007,56,168,56,168
110044008,53,147,53,147
110044009,1,2,1,2
110044010,43,111,43,111
110044011,26,73,26,73
110044012,47,118,47,118
110044013,40,110,40,110
110045001,41,122,41,122
110045002,30,86,30,86
110045003,49,145,49,145
110045004,42,117,42,117
110045005,78,223,78,223
110045006,37,103,37,103
110045007,105,264,104,256
110045008,172,355,172,355
110045009,21,37,21,37
110045010,43,103,43,103
110045400,0,0,0,0
110045401,0,0,0,0
110045404,0,0,0,0
110045600,0,0,0,0
110047002,76,211,76,211
110047003,83,238,83,238
110047004,59,176,59,176
110047005,33,80,33,80
110047007,0,0,0,0
110047008,0,0,0,0
110047011,1,2,1,2
110047012,0,0,0,0
110047015,0,0,0,0
110047016,0,0,0,0
110047017,0,0,0,0
110047018,0,0,0,0
110047019,0,0,0,0
110047020,0,0,0,0
110047021,0,0,0,0
110047022,0,0,0,0
110047023,0,0,0,0
110047024,0,0,0,0
110047025,0,0,0,0
110047028,0,0,0,0
110047029,0,0,0,0
110047030,0,0,0,0
110047031,0,0,0,0
110047032,0,0,0,0
110047402,0,0,0,0
110047403,0,0,0,0
110047404,0,0,0,0
110047405,0,0,0,0
110047406,0,0,0,0
110047407,0,0,0,0
110047408,0,0,0,0
110047412,0,0,0,0
110047500,0,0,0,0
110047502,0,0,0,0
110047503,0,0,0,0
110047504,0,0,0,0
110047505,0,0,0,0
110047506,0,0,0,0
110047600,0,0,0,0
110047601,0,0,0,0
110047602,0,0,0,0
110047603,0,0,0,0
110047604,70,194,70,194
110047605,76,186,76,186
110051001,20,53,20,53
110051002,39,108,39,108
110051003,79,247,79,247
110051004,37,108,37,108
110051006,11,31,11,31
110051008,34,91,34,91
110051010,32,100,31,89
110051011,54,159,53,133
110051012,28,88,28,88
110051013,40,103,40,103
110051015,0,0,0,0
110051016,14,54,13,40
110051019,0,0,0,0
110051020,50,120,50,120
110051021,35,111,35,111
110051022,0,0,0,0
110051400,0,0,0,0
110051401,0,0,0,0
110051402,0,0,0,0
110051403,0,0,0,0
110051404,0,0,0,0
110051405,0,0,0,0
110051406,0,0,0,0
110051407,0,0,0,0
110051408,0,0,0,0
110051600,1,1,1,1
110051601,27,80,27,80
110051602,32,88,32,88
110051603,10,30,10,30
110051604,12,34,12,34
110051605,25,67,25,67
110052001,43,137,43,137
110052002,27,85,27,85
110052003,30,101,30,101
110052004,22,67,22,67
110052005,35,109,35,109
110052006,58,175,58,175
110052007,41,116,41,116
110052008,100,231,100,231
110052009,42,133,41,112
110052010,73,203,73,203
110053001,36,94,36,94
110053002,37,119,37,119
110053003,29,76,29,76
110053004,32,92,31,82
110053005,16,47,16,47
110053006,39,110,39,110
110053007,16,54,15,36
110053008,11,39,11,39
110053009,13,41,13,41
110053010,58,141,58,141
110053012,0,0,0,0
110053013,0,0,0,0
110053014,0,0,0,0
110053015,0,0,0,0
110053401,0,0,0,0
110053402,0,0,0,0
110053403,0,0,0,0
110054001,5,16,5,16
110054002,0,0,0,0
110054003,22,67,22,67
110054004,19,53,19,53
110054005,27,75,27,75
110054006,44,132,44,132
110054007,46,156,46,156
110054008,39,125,39,125
110054009,32,96,32,96
110054010,16,50,16,50
110054011,39,128,38,122
110054012,19,55,19,55
110054013,31,99,31,99
110054014,19,54,19,54
110054015,49,134,49,134
110055004,25,84,24,81
110055006,37,123,34,96
110055008,29,75,29,75
110055009,41,121,41,121
110055010,46,139,46,139
110055011,58,172,58,172
110055012,56,161,56,161
110055013,56,177,56,177
110055014,47,143,47,143
110055015,11,29,11,29
110055016,32,96,31,85
110055401,0,0,0,0
110055403,0,0,0,0
110055404,0,0,0,0
110055700,10,30,10,30
110055701,27,79,26,77
110056001,21,55,21,55
110056002,16,34,16,34
110056005,81,216,81,216
110056006,27,84,27,84
110056008,34,102,34,102
110056009,0,0,0,0
110056011,0,0,0,0
110056012,24,95,24,95
110056013,24,81,24,81
110056018,35,104,35,104
110056019,0,0,0,0
110056020,1,2,1,2
110056021,0,0,0,0
110056400,0,0,0,0
110056404,0,0,0,0
110056405,0,0,0,0
110056406,0,0,0,0
110056407,0,0,0,0
110056408,0,0,0,0
110056414,0,0,0,0
110056415,0,0,0,0
110056416,0,0,0,0
110056417,0,0,0,0
110056418,0,0,0,0
110056419,0,0,0,0
110056420,0,0,0,0
110056424,0,0,0,0
110056425,0,0,0,0
110056426,0,0,0,0
110056427,0,0,0,0
110056428,0,0,0,0
110056429,0,0,0,0
110056430,0,0,0,0
110056431,0,0,0,0
110056600,73,228,73,228
110056601,52,149,52,149
110056602,24,67,24,67
110056603,43,105,43,105
110056604,38,107,38,107
110057001,15,40,15,40
110057002,20,59,20,59
110057003,31,106,31,106
110057004,35,131,35,131
110057005,48,141,48,141
110057006,48,157,48,157
110057007,58,159,58,159
110057008,54,165,54,165
110057009,49,149,49,149
110057010,55,182,55,182
110057011,0,0,0,0
110058001,40,109,39,101
110058002,49,170,49,170
110058003,52,172,51,163
110058005,60,209,60,209
110058007,27,77,27,77
110058008,22,72,22,72
110058009,26,93,26,93
110058010,15,55,15,55
110058011,34,106,34,106
110058012,25,83,25,83
110058013,24,85,24,85
110058014,34,113,34,113
110058016,44,138,44,138
110058017,4,12,4,12
110058018,5,12,5,12
110058019,10,29,10,29
110058020,9,45,9,45
110058021,4,8,4,8
110058022,2,2,2,2
110058400,0,0,0,0
110058403,0,0,0,0
110058406,0,0,0,0
110058407,0,0,0,0
110058408,0,0,0,0
110058409,0,0,0,0
110058410,0,0,0,0
110058416,0,0,0,0
110058417,0,0,0,0
110058418,0,0,0,0
110058427,0,0,0,0
110058440,0,0,0,0
110058441,0,0,0,0
110058442,0,0,0,0
110058443,0,0,0,0
110058444,0,0,0,0
110058445,0,0,0,0
110058446,0,0,0,0
110058447,0,0,0,0
110058600,17,44,17,44
110058601,26,81,25,79
110059001,26,73,26,73
110059002,28,104,28,104
110059003,37,101,37,101
110059004,42,133,41,126
110059005,51,174,50,156
110059006,46,144,46,144
110059007,57,159,57,159
110059008,57,175,57,175
110059009,53,164,52,153
110059010,37,134,37,134
110059011,36,121,36,121
110059012,43,138,43,138
110059013,42,134,42,134
110059014,61,179,60,175
110059401,0,0,0,0
110060001,0,0,0,0
110060002,36,114,36,114
110060003,30,98,30,98
110060004,17,55,17,55
110060005,36,106,36,106
110060006,36,103,36,103
110060007,46,148,46,148
110060008,37,99,37,99
110060009,22,67,22,67
110060010,0,0,0,0
110060011,30,102,30,102
110060012,32,106,32,106
110060013,35,115,35,115
110060014,29,90,29,90
110060015,30,95,30,95
110060401,0,0,0,0
110060402,0,0,0,0
110060403,0,0,0,0
110060405,0,0,0,0
110061001,40,110,40,110
110061002,31,91,31,91
110061003,29,92,29,92
110061004,29,81,29,81
110061005,30,107,30,107
110061006,17,51,17,51
110061007,40,118,40,118
110061008,63,151,63,151
110061009,19,52,19,52
110061010,26,74,26,74
110061011,46,148,46,148
